"R0000100","R0004500","R0005500","R0005700","R0005900","R0006000","R0006800","R0007200","R0007500","R0009100","R0011600","R0011800","R0012800","R0013700","R0014100","R0441100","R0443000","R0443300","R0443900","R0444300","R0444400","R0444500","R0444600","R0446200","R0446500","R0450100","R0457200","R0492100","R0492300","R0492500","R0492700","R0492900","R0493100","R0493300","R0493500","R0493700","R0493900","R0494100","R0499200","R0527200","R0527500","R0529400"
2722,2,-4,-4,-4,-4,-4,-4,-4,6,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,-4,3,2,2,2,2,2,2,2,3,2,2,2,0,1,0,-4
2723,2,-4,-4,-4,-4,-4,-4,-4,6,3,0,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,-4,3,1,2,4,4,2,3,1,1,3,3,2,1,0,0,0
2724,2,-4,-4,-4,-4,-4,-4,-4,6,5,4,2,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
2725,-4,0,1,-2,0,0,-4,0,6,7,4,2,-4,-4,-4,0,-4,0,-4,-4,-4,-4,-4,0,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0,0,0,-4
2726,-4,0,1,6,0,0,-4,0,6,8,0,2,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
2727,2,-4,-4,-4,-4,-4,-4,-4,6,-4,-4,-4,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
2728,2,-4,-4,-4,-4,-4,-4,-4,6,4,0,1,0,0,-4,-4,-4,0,-4,-4,-4,-4,-4,0,-4,3,3,3,3,2,3,3,3,1,4,3,3,0,0,0,1
2729,2,-4,-4,-4,-4,-4,-4,-4,6,-4,-4,-4,0,0,-4,-4,-4,0,-4,-4,-4,-4,-4,0,-4,3,1,2,2,2,1,1,2,2,2,2,2,0,0,1,1
2730,2,-4,-4,-4,-4,-4,-4,-4,6,1,0,1,-4,-4,-4,-4,-4,1,-4,-4,-4,-4,-4,0,-4,3,1,3,2,1,1,1,1,2,2,2,2,0,0,0,1
2731,-4,1,1,7,0,0,-4,0,2,2,4,1,-4,-4,-4,0,-4,0,-4,-4,-4,-4,-4,0,-4,3,2,3,4,4,2,2,2,3,3,2,2,0,0,0,0
2732,2,-4,-4,-4,-4,-4,-4,-4,6,7,0,1,-4,-4,-4,-4,-4,0,-4,-4,-4,-4,-4,0,-4,3,3,3,2,3,2,2,2,3,3,3,3,0,0,1,1
2733,2,-4,-4,-4,-4,-4,-4,-4,6,-4,-4,-4,0,0,-4,-4,-4,0,-4,-4,-4,-4,-4,1,-4,3,1,3,2,2,2,2,2,2,2,2,2,0,0,0,0
2734,2,-4,-4,-4,-4,-4,-4,-4,6,4,2,1,0,1,-4,-4,-4,0,-4,-4,-4,-4,1,0,-4,1,2,1,2,1,1,1,1,1,3,1,2,0,0,1,1
2735,2,-4,-4,-4,-4,-4,-4,-4,6,-4,-4,-4,-4,-4,-4,-4,-4,0,-4,-4,-4,-4,-4,0,-4,3,2,2,1,2,2,2,1,1,2,2,2,0,0,1,0
2736,2,-4,-4,-4,-4,-4,-4,-4,6,4,5,2,-4,-4,-4,0,-4,0,-4,-4,-4,-4,-4,0,-4,3,2,2,3,2,2,3,2,3,3,1,2,0,0,0,1
2737,2,-4,-4,-4,-4,-4,-4,-4,6,5,0,1,-4,-4,-4,0,-4,1,-4,-4,-4,-4,-4,0,-4,3,4,4,4,3,3,3,3,3,3,3,2,0,0,0,1
2738,-4,1,1,-2,0,0,-4,0,6,4,4,1,-4,-4,0,-4,-4,-4,-4,-4,-4,-4,-4,1,-4,-4,4,4,4,2,1,1,3,4,3,3,3,0,0,1,0
2739,2,-4,-4,-4,-4,-4,-4,-4,6,2,3,1,-4,-4,-4,0,-4,0,-4,-4,-4,-4,-4,0,-4,3,1,2,2,2,2,2,2,1,1,1,1,0,0,0,1
2740,2,-4,-4,-4,-4,-4,-4,-4,6,4,0,2,-4,-4,1,-4,-4,-4,-4,-4,-4,-4,-4,1,-4,3,1,1,2,1,1,1,2,2,1,3,1,0,0,0,1
2741,2,-4,-4,-4,-4,-4,-4,-4,6,3,2,1,0,1,-4,-4,-4,0,-4,-4,-4,-4,-4,1,-4,1,3,3,2,4,1,3,4,1,4,4,2,1,1,1,-4
2742,2,-4,-4,-4,-4,-4,-4,-4,6,2,5,2,-4,-4,-4,1,-4,1,-4,-4,-4,-4,-4,1,-4,2,1,3,2,2,4,2,2,1,2,3,3,0,0,0,0
2743,2,-4,-4,-4,-4,-4,-4,-4,6,-4,-4,-4,0,0,-4,-4,-4,0,-4,-4,-4,-4,1,0,-4,1,2,3,3,2,2,1,2,2,2,3,2,0,0,1,0
2744,2,-4,-4,-4,-4,-4,-4,-4,6,3,5,2,-4,-4,-4,0,-4,0,-4,-4,-4,-4,-4,0,-4,3,3,4,3,3,3,1,2,2,4,3,3,0,0,0,0
2745,3,-4,-4,-4,-4,-4,-4,-4,6,-4,-4,-4,-4,-4,-4,0,-4,0,-4,-4,-4,-4,-4,0,-4,3,2,2,1,1,2,3,1,1,1,4,1,0,0,0,-4
2746,-4,0,1,-2,0,0,-4,0,6,7,2,2,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
2747,2,-4,-4,-4,-4,-4,-4,-4,6,5,4,1,-4,-4,-4,0,-4,1,-4,-4,-4,-4,-4,0,-4,1,4,3,1,4,1,3,2,1,3,3,2,0,0,0,0
2748,2,-4,-4,-4,-4,-4,-4,-4,6,2,1,1,-4,-4,-4,-4,-4,1,-4,-4,-4,-4,3,0,1,-4,2,1,1,4,1,4,1,4,4,1,2,1,0,0,0
2749,-4,0,1,7,0,0,-4,1,6,2,3,2,-4,-4,-4,0,-4,0,-4,-4,-4,-4,-4,0,-4,1,2,3,4,4,4,2,2,4,4,1,4,0,0,0,-4
2750,2,-4,-4,-4,-4,-4,-4,-4,6,-4,-4,-4,0,1,1,-4,-4,-4,-4,-4,-4,-4,-4,1,-4,1,1,3,1,2,1,1,1,1,3,4,2,0,0,1,1
2751,-4,0,1,7,0,0,-4,0,3,-4,-4,-4,0,0,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,-4,3,1,4,1,1,3,3,2,1,3,3,2,0,0,1,1
2752,2,-4,-4,-4,-4,-4,-4,-4,6,4,5,1,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
2753,2,-4,-4,-4,-4,-4,-4,-4,6,7,5,2,-4,-4,-4,0,-4,0,-4,-4,-4,-4,-4,0,-4,-4,2,2,3,1,1,3,1,2,2,2,3,1,0,0,0
2754,2,-4,-4,-4,-4,-4,-4,-4,6,5,3,2,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,-4,1,1,1,1,3,1,1,1,1,3,3,1,0,0,0,0
2755,2,-4,-4,-4,-4,-4,-4,-4,6,-4,-4,-4,-4,-4,-4,-4,-4,0,-4,-4,-4,-4,-4,1,-4,3,1,1,1,3,3,2,2,2,3,1,4,0,0,0,1
2756,-4,0,1,11,0,0,-4,0,6,6,2,2,-4,-4,-4,0,-4,0,-4,-4,-4,-4,-4,0,-4,-4,3,1,1,1,1,1,2,1,3,3,3,0,0,1,0
2757,-4,1,1,0,0,0,-4,0,3,7,5,1,-4,-4,-4,0,-4,0,-4,-4,-4,-4,1,1,-4,1,1,1,1,1,3,1,1,1,4,4,1,0,0,1,0
2758,-4,0,0,-4,0,0,-4,0,2,5,2,4,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
2759,-4,0,1,5,0,0,-4,0,2,-4,-4,-4,0,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
2760,2,-4,-4,-4,-4,-4,-4,-4,6,-4,-4,-4,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
2761,2,-4,-4,-4,-4,-4,-4,-4,6,-4,-4,-4,0,0,-4,-4,-4,1,1,1,1,1,2,1,-4,3,2,3,1,4,3,1,1,1,4,4,2,0,0,0,0
2762,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0,-4,1,-4,-4,-4,-4,-4,0,-4,2,2,2,4,2,2,3,2,1,3,3,3,0,0,1,1
2763,2,-4,-4,-4,-4,-4,-4,-4,6,5,2,2,-4,-4,0,-4,-4,-4,-4,-4,-4,-4,-4,1,-4,3,4,1,1,3,1,2,1,3,4,4,4,0,0,0,1
2764,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0,-4,0,-4,-4,-4,-4,-4,0,-4,3,4,1,3,2,2,1,2,3,3,4,3,0,0,0,-4
2765,2,-4,-4,-4,-4,-4,-4,-4,6,2,0,2,-4,-4,1,-4,-4,-4,3,2,3,3,-4,1,0,-4,2,3,4,4,1,1,2,1,3,2,2,0,0,0,1
2766,2,-4,-4,-4,-4,-4,-4,-4,6,5,0,2,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
2767,2,-4,-4,-4,-4,-4,-4,-4,6,2,3,2,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
2768,2,-4,-4,-4,-4,-4,-4,-4,6,5,1,1,0,0,-4,-4,-4,1,-4,-4,-4,-4,1,1,-4,1,2,1,1,2,1,1,1,1,3,3,2,1,0,0,0
2769,2,-4,-4,-4,-4,-4,-4,-4,6,8,4,1,-4,-4,-4,0,-4,0,-4,-4,-4,-4,-4,1,-4,3,2,2,2,1,2,2,1,1,2,3,2,0,0,1,0
2770,2,-4,-4,-4,-4,-4,-4,-4,6,2,0,1,-4,-4,-4,0,-4,1,-4,-4,-4,-4,1,1,-4,3,1,3,1,4,1,2,1,1,3,1,2,0,0,0,0
2771,2,-4,-4,-4,-4,-4,-4,-4,6,3,4,1,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
2772,2,-4,-4,-4,-4,-4,-4,-4,6,-4,-4,-4,0,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,0,-4,1,1,2,1,-4,1,2,1,1,2,3,2,0,0,1,1
2773,2,-4,-4,-4,-4,-4,-4,-4,6,2,0,2,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
2774,-4,1,1,0,0,0,-4,0,2,3,5,2,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
2775,2,-4,-4,-4,-4,-4,-4,-4,6,-4,-4,-4,0,0,-4,-4,-4,1,-4,-4,-4,-4,-4,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0,0,0,1
2776,2,-4,-4,-4,-4,-4,-4,-4,6,-4,-4,-4,0,0,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,-4,3,1,2,1,1,1,1,1,1,1,1,1,0,0,0,1
2777,-4,1,1,0,1,0,-4,0,6,5,2,2,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
2778,2,-4,-4,-4,-4,-4,-4,-4,6,2,0,1,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
2779,-4,1,1,10,0,0,-4,0,6,3,0,1,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
2780,-4,0,0,-4,0,0,-4,0,6,-4,-4,-4,-4,-4,-4,-4,-4,0,-4,-4,-4,-4,-4,0,-4,1,4,1,1,4,1,1,1,1,3,4,1,0,0,0,0
2781,-4,1,1,6,0,0,-4,0,6,-4,-4,-4,0,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
2782,2,-4,-4,-4,-4,-4,-4,-4,6,-4,-4,-4,0,0,-4,-4,-4,0,-4,-4,-4,-4,-4,0,-4,-4,3,3,3,1,1,1,2,3,2,3,2,0,0,0,1
2783,-4,1,1,1,0,0,-4,0,6,0,4,2,-4,-4,-4,-4,-4,1,-4,-4,-4,-4,-4,0,-4,1,1,1,1,1,1,1,1,1,2,1,1,0,0,0,-4
2784,-4,1,1,-2,0,0,-4,0,6,7,2,1,-4,-4,-4,-4,-4,1,-4,-4,-4,-4,-4,0,-4,-4,2,3,3,3,2,3,2,3,2,2,3,1,0,0,-4
2785,-4,1,1,-2,0,0,-4,0,6,5,2,2,-4,-4,-4,-4,-4,1,-4,-4,-4,-4,-4,0,-4,3,2,4,1,1,4,-4,1,4,4,4,4,0,0,1,1
2786,2,-4,-4,-4,-4,-4,-4,-4,6,4,0,1,0,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
2787,2,-4,-4,-4,-4,-4,-4,-4,6,2,5,1,0,0,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,-4,3,1,1,1,1,1,4,1,1,4,4,2,0,0,0,1
2788,-4,1,1,-2,0,0,-4,0,6,2,5,3,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
2789,-4,1,1,1,0,0,-4,0,6,-4,-4,-4,-4,-4,-4,-4,-4,1,-4,-4,-4,-4,-4,0,-4,-4,1,1,4,4,1,1,4,1,4,4,4,1,0,0,-4
2790,2,-4,-4,-4,-4,-4,-4,-4,6,2,4,1,-4,-4,-4,0,-4,0,-4,-4,-4,-4,-4,0,-4,3,1,1,1,1,1,1,1,1,1,4,1,1,0,0,-4
2791,2,-4,-4,-4,-4,-4,-4,-4,6,3,2,2,-4,-4,-4,0,-4,0,-4,-4,-4,-4,1,1,-4,3,1,2,4,2,2,4,2,1,3,2,4,0,0,1,0
2792,2,-4,-4,-4,-4,-4,-4,-4,6,2,0,1,-4,-4,-4,1,-4,0,-4,-4,-4,-4,-4,0,-4,3,2,2,2,4,2,4,1,1,3,3,1,1,0,0,1
2793,-4,1,1,9,1,1,1,1,6,-4,-4,-4,-4,-4,-4,-4,-4,0,-4,-4,-4,-4,-4,0,-4,3,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,0,0,1
2794,-4,1,1,0,0,1,1,1,6,7,5,2,-4,-4,-4,-4,-4,0,-4,-4,-4,-4,2,0,-4,3,3,4,4,1,1,3,2,1,4,4,1,1,0,1,0
2795,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
2796,2,-4,-4,-4,-4,-4,-4,-4,6,5,2,2,0,0,-4,-4,-4,0,-4,-4,-4,-4,-4,1,-4,3,3,1,1,2,1,2,1,2,3,1,2,0,0,0,1
2797,2,-4,-4,-4,-4,-4,-4,-4,6,4,3,2,0,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
2798,-4,1,1,10,0,0,-4,0,6,3,5,1,-4,-4,-4,1,-4,1,-4,-4,-4,-4,-4,1,-4,1,1,1,4,2,1,4,1,1,4,3,1,0,0,0,1
2799,-4,-4,-4,-4,-4,-4,-4,-4,6,-4,-4,-4,2,0,-4,-4,-4,0,-4,-4,-4,-4,-4,0,-4,3,1,1,1,3,1,1,1,1,3,2,3,0,0,0,0
2800,2,-4,-4,-4,-4,-4,-4,-4,6,4,5,2,0,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
2801,-4,0,1,11,0,0,-4,0,6,5,2,2,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
2802,2,-4,-4,-4,-4,-4,-4,-4,6,8,5,2,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
2803,3,-4,-4,-4,-4,-4,-4,-4,6,-4,-4,-4,-4,-4,-4,-4,-4,0,-4,-4,-4,-4,-4,0,-4,3,1,4,3,4,1,1,1,2,3,4,1,1,0,0,1
2804,-4,0,1,0,0,0,-4,1,6,7,2,3,-4,-4,-4,0,-4,1,-4,-4,-4,-4,1,0,-4,-4,1,4,2,1,2,1,2,2,3,2,3,0,0,1,1
2805,-4,1,1,9,0,0,-4,0,6,3,2,2,-4,-4,-4,-4,-4,0,-4,-4,-4,-4,-4,0,-4,1,1,1,1,1,4,4,2,1,3,2,3,1,0,1,0
2806,-4,1,1,0,0,0,-4,0,6,5,0,2,-4,-4,-4,-4,-4,1,-4,-4,-4,-4,-4,0,-4,3,2,2,2,2,2,3,2,2,2,2,2,0,0,0,-4
2807,2,-4,-4,-4,-4,-4,-4,-4,6,5,0,2,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
2808,2,-4,-4,-4,-4,-4,-4,-4,6,3,0,1,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
2809,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0,-4,1,-4,-4,-4,-4,-4,0,1,-4,1,4,3,1,2,1,1,1,3,1,2,1,0,0,0
2810,-4,1,1,0,0,0,-4,0,1,2,5,2,-4,-4,-4,1,-4,1,-4,-4,-4,-4,1,1,-4,1,2,2,3,4,2,2,2,2,2,3,2,1,0,0,1
2811,-4,1,1,6,0,0,-4,0,6,2,5,2,-4,-4,-4,-4,-4,1,-4,-4,-4,-4,-4,1,-4,-4,3,4,3,2,4,1,1,3,3,3,4,1,0,0,-4
2812,-4,0,1,6,0,0,-4,0,6,5,2,2,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
2813,-4,1,1,6,0,0,-4,1,6,5,3,2,-4,-4,-4,0,-4,1,-4,-4,-4,-4,1,0,-4,3,2,2,2,2,2,2,2,2,2,2,2,0,0,1,1
2814,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
2815,1,-4,-4,-4,-4,-4,-4,-4,6,-4,-4,-4,1,1,-4,-4,-4,0,-4,-4,-4,-4,1,1,-4,3,2,2,2,1,1,1,-4,1,-4,2,1,0,0,1,0
2816,2,-4,-4,-4,-4,-4,-4,-4,6,2,5,1,0,0,-4,-4,-4,1,-4,-4,-4,-4,-4,0,-4,1,4,2,2,4,1,1,1,2,3,3,4,0,0,1,1
2817,-4,0,1,0,0,0,-4,1,6,5,4,2,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
2818,2,-4,-4,-4,-4,-4,-4,-4,6,5,0,1,-4,-4,-4,0,-4,1,1,1,1,2,1,1,-4,1,1,1,1,1,4,3,2,1,4,1,1,0,0,1,1
2819,3,-4,-4,-4,-4,-4,-4,-4,6,-4,-4,-4,-4,-4,-4,1,-4,1,-4,-4,-4,-4,2,0,-4,3,2,3,4,4,3,1,1,1,2,2,2,1,0,0,1
2820,-4,1,1,-2,0,0,-4,0,6,2,5,2,-4,-4,-4,-4,-4,0,-4,-4,-4,-4,-4,0,-4,3,3,1,1,1,1,1,1,1,1,2,2,0,0,0,-4
2821,3,-4,-4,-4,-4,-4,-4,-4,6,0,3,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0,-4,3,2,1,2,1,1,1,1,2,1,2,2,0,0,0,1
2822,-4,1,1,6,0,0,-4,0,6,4,2,1,-4,-4,-4,0,-4,0,-4,-4,-4,-4,-4,0,-4,3,2,1,2,1,1,1,1,2,1,3,1,0,0,1,1
2823,3,-4,-4,-4,-4,-4,-4,-4,6,-4,-4,-4,-4,-4,0,-4,-4,-4,-4,-4,-4,-4,-4,0,-4,3,3,1,1,1,1,1,1,1,2,3,1,0,0,0,0
2824,-4,1,1,-2,0,0,-4,0,6,4,5,2,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
2825,2,-4,-4,-4,-4,-4,-4,-4,6,5,2,1,-4,-4,-4,-4,-4,1,3,2,1,3,1,1,-4,3,1,2,2,2,2,2,2,2,3,3,3,0,0,1,1
2826,-4,-4,-4,-4,-4,-4,-4,-4,6,-4,-4,-4,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
2827,-4,1,1,-2,0,0,-4,0,6,-4,-4,-4,-4,-4,-4,-4,-4,0,-4,-4,-4,-4,-4,0,-4,1,4,1,2,2,3,2,4,1,1,4,2,0,0,0,0
2828,2,-4,-4,-4,-4,-4,-4,-4,6,-4,-4,-4,-4,0,-4,-4,-4,1,-4,-4,-4,-4,-4,1,-4,3,1,1,1,2,1,1,1,1,3,4,2,0,1,0,0
2829,2,-4,-4,-4,-4,-4,-4,-4,6,3,5,1,-4,0,-4,-4,-4,1,-4,-4,-4,-4,-4,1,-4,-4,2,3,2,4,1,2,2,2,2,4,1,1,1,0,0
2830,3,-4,-4,-4,-4,-4,-4,-4,6,2,4,3,-4,-4,-4,-4,-4,0,-4,-4,-4,-4,-4,0,-4,-4,1,2,2,3,2,2,2,2,3,3,3,0,0,0,1
2831,-4,1,0,-4,0,0,-4,0,6,-4,-4,-4,-4,-4,-4,-4,-4,1,-4,-4,-4,-4,-4,1,-4,1,1,4,1,4,1,3,1,1,1,1,4,1,0,1,1
2832,3,-4,-4,-4,-4,-4,-4,-4,6,-4,-4,-4,-4,-4,-4,1,-4,0,3,1,3,1,-4,1,-4,3,1,1,2,2,1,1,1,1,4,1,1,0,0,0,0
2833,2,-4,-4,-4,-4,-4,-4,-4,6,1,5,1,-4,1,-4,-4,-4,0,-4,-4,-4,-4,-4,0,-4,3,2,1,2,2,2,1,1,1,2,2,3,0,0,1,1
2834,-4,0,0,-4,0,0,-4,0,6,-4,-4,-4,-4,-4,-4,-4,-4,0,-4,-4,-4,-4,-4,0,0,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0,1,-4
2835,-4,0,1,-2,0,0,-4,0,6,-4,-4,-4,-4,-4,-4,-4,-4,0,-4,-4,-4,-4,-4,0,-4,3,1,3,1,3,1,4,1,1,2,2,2,0,0,1,1
2836,2,-4,-4,-4,-4,-4,-4,-4,6,4,0,2,-4,-4,-4,0,-4,0,-4,-4,-4,-4,-4,1,-4,-4,3,2,1,4,1,3,3,3,3,4,3,1,0,-4,0
2837,3,-4,-4,-4,-4,-4,-4,-4,6,8,5,4,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
2838,3,-4,-4,-4,-4,-4,-4,-4,6,0,0,4,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
2839,2,-4,-4,-4,-4,-4,-4,-4,6,-4,-4,-4,2,0,-4,-4,-4,0,-4,-4,-4,-4,1,0,-4,3,2,1,1,2,2,2,2,2,3,2,2,0,0,1,0
2840,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,-4,-4,-4,-4,-4,0,-4,1,1,1,1,2,1,1,1,1,1,1,2,0,0,1,1
2841,-4,1,1,13,0,0,-4,0,6,-4,-4,-4,-4,-4,-4,-4,-4,1,-4,-4,-4,-4,-4,0,-4,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0
2842,-4,0,0,-4,0,0,-4,0,6,-4,-4,-4,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
2843,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0,-4,1,-4,-4,-4,-4,-4,0,-4,3,1,3,3,1,1,2,2,1,3,4,4,0,0,1,0
2844,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,-4,-4,-4,-4,-4,0,-4,-4,3,4,1,4,4,4,1,1,4,3,4,0,0,0,1
2845,2,-4,-4,-4,-4,-4,-4,-4,6,6,2,2,-4,-4,-4,0,-4,1,-4,-4,-4,-4,-4,1,-4,3,1,1,1,1,1,3,1,1,2,2,1,0,0,0,1
2846,2,-4,-4,-4,-4,-4,-4,-4,6,2,5,2,-4,-4,-4,1,-4,0,-4,-4,-4,-4,-4,0,-4,1,1,1,1,4,1,1,4,4,3,1,3,0,0,0,1
2847,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0,-4,0,-4,-4,-4,-4,-4,0,-4,3,2,3,4,4,1,4,1,1,1,1,4,0,0,1,0
2848,2,-4,-4,-4,-4,-4,-4,-4,6,8,3,2,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
2849,2,-4,-4,-4,-4,-4,-4,-4,6,2,0,2,-4,-4,-4,0,-4,1,-4,-4,-4,-4,-4,0,-4,3,1,4,1,4,1,4,1,1,3,1,3,0,0,0,1
